tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
2016-580,Australian Open,Hard,128,G,20160118,190,103852,18,,Feliciano Lopez,L,188,ESP,34.32717317,19,1690,105550,,,Guido Pella,L,,ARG,25.67282683,75,693,7-6 6-7 7-6 6-7 6-4,5,R64,271,42,14,216,117,89,50,31,7,11,13,4,191,137,94,33,31,6,11
2016-580,Australian Open,Hard,128,G,20160118,191,104545,10,,John Isner,R,206,USA,30.72963723,11,2495,104719,,,Marcel Granollers,R,190,ESP,29.76865161,80,661,6-3 7-6 7-6,5,R64,140,20,4,101,72,59,21,18,0,0,4,3,99,65,51,20,17,5,6
2016-580,Australian Open,Hard,128,G,20160118,192,106071,16,,Bernard Tomic,R,193,AUS,23.24161533,17,1720,104620,,,Simone Bolelli,R,183,ITA,30.27789185,64,765,6-4 6-2 6-7 7-5,5,R64,181,24,4,123,82,68,21,22,0,1,8,4,147,108,70,20,21,4,9
2016-580,Australian Open,Hard,128,G,20160118,193,105357,,,John Millman,R,183,AUS,26.59548255,95,611,104180,,,Gilles Muller,L,193,LUX,32.6954141,38,1105,4-6 6-4 6-2 4-6 7-5,5,R64,218,13,5,167,110,74,31,25,5,9,22,5,155,86,65,31,25,5,11
2016-580,Australian Open,Hard,128,G,20160118,194,105311,32,,Joao Sousa,R,,POR,26.80355921,33,1191,105053,,,Santiago Giraldo,R,188,COL,28.14236824,70,723,6-3 7-5 3-6 6-1,5,R64,156,8,1,100,64,52,19,19,0,2,11,0,129,68,45,30,18,13,18
2016-580,Australian Open,Hard,128,G,20160118,195,104918,2,,Andy Murray,R,190,GBR,28.678987,2,8945,105032,,,Samuel Groth,R,,AUS,28.24914442,67,747,6-0 6-4 6-1,5,R64,91,10,2,60,34,28,18,12,0,1,6,4,76,46,27,10,11,7,14
2016-580,Australian Open,Hard,128,G,20160118,196,104925,1,,Novak Djokovic,R,188,SRB,28.65982204,1,16790,104312,28,,Andreas Seppi,R,190,ITA,31.90691307,29,1290,6-1 7-5 7-6,5,R32,141,9,2,103,74,56,18,16,3,3,5,0,96,55,44,16,16,3,6
2016-580,Australian Open,Hard,128,G,20160118,197,104468,14,,Gilles Simon,R,183,FRA,31.05817933,15,2145,105643,,,Federico Delbonis,L,190,ARG,25.28678987,53,815,6-3 6-2 6-1,5,R32,102,5,1,66,46,33,16,12,1,1,6,1,79,45,29,12,12,7,13
2016-580,Australian Open,Hard,128,G,20160118,198,104542,9,,Jo Wilfried Tsonga,R,188,FRA,30.75427789,10,2725,105732,,,Pierre Hugues Herbert,R,,FRA,24.83778234,167,313,6-4 7-6 7-6,5,R32,132,23,3,106,62,55,24,18,4,6,11,5,104,64,50,20,18,1,4
2016-580,Australian Open,Hard,128,G,20160118,199,105453,7,,Kei Nishikori,R,178,JPN,26.05338809,7,4235,104198,26,,Guillermo Garcia Lopez,R,188,ESP,32.62422998,27,1430,7-5 2-6 6-3 6-4,5,R32,168,5,1,123,73,54,30,20,8,11,11,4,120,69,55,21,19,5,9
2016-580,Australian Open,Hard,128,G,20160118,200,103819,3,,Roger Federer,R,185,SUI,34.44490075,3,8165,105777,27,,Grigor Dimitrov,R,188,BUL,24.67624914,28,1420,6-4 3-6 6-1 6-4,5,R32,160,13,5,112,69,52,24,18,5,6,8,3,126,76,48,27,18,11,15
2016-580,Australian Open,Hard,128,G,20160118,201,105676,15,,David Goffin,R,163,BEL,25.11430527,16,1835,106233,19,,Dominic Thiem,R,,AUT,22.37371663,20,1645,6-1 3-6 7-6 7-5,5,R32,178,6,8,141,81,62,28,21,9,13,17,6,129,75,50,27,20,6,12
2016-580,Australian Open,Hard,128,G,20160118,202,105138,24,,Roberto Bautista Agut,R,,ESP,27.76180698,21,1640,105227,12,,Marin Cilic,R,198,CRO,27.3045859,13,2405,6-4 7-6 7-5,5,R32,155,9,3,114,72,56,23,18,3,4,15,5,115,67,52,21,17,8,11
2016-580,Australian Open,Hard,128,G,20160118,203,104607,6,,Tomas Berdych,R,196,CZE,30.33538672,6,4560,106401,29,,Nick Kyrgios,R,,AUS,20.72826831,30,1260,6-3 6-4 1-6 6-4,5,R32,147,8,6,112,64,50,26,18,4,6,18,2,108,65,53,16,18,5,8
2016-580,Australian Open,Hard,128,G,20160118,204,105723,,,Andrey Kuznetsov,R,185,RUS,24.90349076,74,693,104534,,,Dudi Sela,R,175,ISR,30.78986995,87,633,7-5 3-6 6-1 7-6,5,R32,155,10,6,129,78,61,24,21,4,7,7,5,131,81,56,22,20,9,14
2016-580,Australian Open,Hard,128,G,20160118,205,104792,23,,Gael Monfils,R,193,FRA,29.3798768,25,1485,103565,,,Stephane Robert,R,185,FRA,35.67145791,225,233,7-5 6-3 6-2,5,R32,104,10,1,96,62,40,15,15,0,5,3,5,84,40,24,15,14,7,16
2016-580,Australian Open,Hard,128,G,20160118,206,105683,13,,Milos Raonic,R,196,CAN,25.05954825,14,2270,104678,21,,Viktor Troicki,R,193,SRB,29.93566051,26,1475,6-2 6-3 6-4,5,R32,106,14,2,71,49,41,13,14,1,2,5,5,81,54,34,9,13,7,12
2016-580,Australian Open,Hard,128,G,20160118,207,104527,4,,Stanislas Wawrinka,R,183,SUI,30.80903491,4,6865,104586,,,Lukas Rosol,R,196,CZE,30.48596851,51,827,6-2 6-3 7-6,5,R32,115,18,3,93,54,43,23,15,2,3,2,6,96,52,36,20,15,6,10
2016-580,Australian Open,Hard,128,G,20160118,208,103970,8,,David Ferrer,R,175,ESP,33.79603012,8,4145,105449,31,,Steve Johnson,R,188,USA,26.06707734,32,1240,6-1 6-4 6-4,5,R32,105,3,2,72,49,38,19,14,0,0,5,4,85,53,27,21,13,5,9
2016-580,Australian Open,Hard,128,G,20160118,209,104545,10,,John Isner,R,206,USA,30.72963723,11,2495,103852,18,,Feliciano Lopez,L,188,ESP,34.32717317,19,1690,6-7 7-6 6-2 6-4,5,R32,173,44,1,124,96,76,21,22,0,0,18,8,143,89,63,31,22,4,7
2016-580,Australian Open,Hard,128,G,20160118,210,106071,16,,Bernard Tomic,R,193,AUS,23.24161533,17,1720,105357,,,John Millman,R,183,AUS,26.59548255,95,611,6-4 7-6 6-2,5,R32,128,20,3,94,61,48,16,16,3,5,8,1,101,67,46,12,15,7,12
2016-580,Australian Open,Hard,128,G,20160118,211,104918,2,,Andy Murray,R,190,GBR,28.678987,2,8945,105311,32,,Joao Sousa,R,,POR,26.80355921,33,1191,6-2 3-6 6-2 6-2,5,R32,158,13,6,107,63,53,20,17,5,7,4,2,109,73,48,12,16,3,9
2016-580,Australian Open,Hard,128,G,20160118,212,104925,1,,Novak Djokovic,R,188,SRB,28.65982204,1,16790,104468,14,,Gilles Simon,R,183,FRA,31.05817933,15,2145,6-3 6-7 6-4 4-6 6-3,5,R16,272,9,1,177,110,77,37,26,14,18,2,4,192,126,87,24,25,19,25
2016-580,Australian Open,Hard,128,G,20160118,213,105453,7,,Kei Nishikori,R,178,JPN,26.05338809,7,4235,104542,9,,Jo Wilfried Tsonga,R,188,FRA,30.75427789,10,2725,6-4 6-2 6-4,5,R16,122,3,3,83,50,37,21,14,1,2,13,8,90,54,34,17,14,7,12
2016-580,Australian Open,Hard,128,G,20160118,214,103819,3,,Roger Federer,R,185,SUI,34.44490075,3,8165,105676,15,,David Goffin,R,163,BEL,25.11430527,16,1835,6-2 6-1 6-4,5,R16,88,7,1,67,42,36,16,13,0,1,5,2,83,55,36,8,12,7,13
2016-580,Australian Open,Hard,128,G,20160118,215,104607,6,,Tomas Berdych,R,196,CZE,30.33538672,6,4560,105138,24,,Roberto Bautista Agut,R,,ESP,27.76180698,21,1640,4-6 6-4 6-3 1-6 6-3,5,R16,198,18,2,133,83,61,25,23,5,9,6,0,151,101,66,31,22,18,22
2016-580,Australian Open,Hard,128,G,20160118,216,104792,23,,Gael Monfils,R,193,FRA,29.3798768,25,1485,105723,,,Andrey Kuznetsov,R,185,RUS,24.90349076,74,693,7-5 3-6 6-3 7-6,5,R16,157,14,4,112,69,56,27,22,0,2,0,6,133,78,58,26,21,4,7
2016-580,Australian Open,Hard,128,G,20160118,217,105683,13,,Milos Raonic,R,196,CAN,25.05954825,14,2270,104527,4,,Stanislas Wawrinka,R,183,SUI,30.80903491,4,6865,6-4 6-3 5-7 4-6 6-3,5,R16,224,24,6,149,101,80,23,25,5,8,9,9,171,99,70,37,25,10,15
2016-580,Australian Open,Hard,128,G,20160118,218,103970,8,,David Ferrer,R,175,ESP,33.79603012,8,4145,104545,10,,John Isner,R,206,USA,30.72963723,11,2495,6-4 6-4 7-5,5,R16,124,1,2,87,45,37,31,16,3,3,18,4,95,71,51,9,16,3,6
2016-580,Australian Open,Hard,128,G,20160118,219,104918,2,,Andy Murray,R,190,GBR,28.678987,2,8945,106071,16,,Bernard Tomic,R,193,AUS,23.24161533,17,1720,6-4 6-4 7-6,5,R16,150,18,1,98,56,41,24,17,5,9,10,2,119,77,48,14,16,7,13
2016-580,Australian Open,Hard,128,G,20160118,220,104925,1,,Novak Djokovic,R,188,SRB,28.65982204,1,16790,105453,7,,Kei Nishikori,R,178,JPN,26.05338809,7,4235,6-3 6-2 6-4,5,QF,127,6,2,89,51,33,25,14,6,8,9,4,84,49,29,14,13,5,11
2016-580,Australian Open,Hard,128,G,20160118,221,103819,3,,Roger Federer,R,185,SUI,34.44490075,3,8165,104607,6,,Tomas Berdych,R,196,CZE,30.33538672,6,4560,7-6 6-2 6-4,5,QF,136,9,3,87,60,50,13,16,4,6,9,5,111,60,41,24,15,5,10
2016-580,Australian Open,Hard,128,G,20160118,222,105683,13,,Milos Raonic,R,196,CAN,25.05954825,14,2270,104792,23,,Gael Monfils,R,193,FRA,29.3798768,25,1485,6-3 3-6 6-3 6-4,5,QF,137,10,4,101,62,52,24,19,1,2,14,6,107,65,51,21,18,5,8
2016-580,Australian Open,Hard,128,G,20160118,223,104918,2,,Andy Murray,R,190,GBR,28.678987,2,8945,103970,8,,David Ferrer,R,175,ESP,33.79603012,8,4145,6-3 6-7 6-2 6-3,5,QF,200,11,8,135,83,63,25,20,7,9,0,2,119,77,48,21,19,7,13
2016-580,Australian Open,Hard,128,G,20160118,224,104925,1,,Novak Djokovic,R,188,SRB,28.65982204,1,16790,103819,3,,Roger Federer,R,185,SUI,34.44490075,3,8165,6-1 6-2 3-6 6-3,5,SF,139,10,1,97,65,50,21,17,3,4,5,1,100,57,35,21,16,4,9
2016-580,Australian Open,Hard,128,G,20160118,225,104918,2,,Andy Murray,R,190,GBR,28.678987,2,8945,105683,13,,Milos Raonic,R,196,CAN,25.05954825,14,2270,4-6 7-5 6-7 6-4 6-2,5,SF,243,9,2,146,99,78,32,27,5,6,23,8,172,115,88,25,26,12,16
2016-580,Australian Open,Hard,128,G,20160118,226,104925,1,,Novak Djokovic,R,188,SRB,28.65982204,1,16790,104918,2,,Andy Murray,R,190,GBR,28.678987,2,8945,6-1 7-5 7-6,5,F,173,7,3,111,73,54,20,16,4,6,12,5,111,71,48,14,16,7,12
2016-520,Roland Garros,Clay,128,G,20160523,100,104925,1,,Novak Djokovic,R,188,SRB,29.00479124,1,16150,104229,,,Yen Hsun Lu,R,180,TPE,32.77481177,95,602,6-4 6-1 6-1,5,R128,90,1,1,64,45,34,14,12,0,1,2,4,84,58,28,11,12,7,14
2016-520,Roland Garros,Clay,128,G,20160523,101,104327,,,Steve Darcis,R,178,BEL,32.19438741,161,331,104947,,,Marsel Ilhan,R,190,TUR,28.95003422,198,275,6-3 6-4 6-0,5,R128,99,6,1,85,53,41,18,13,6,7,1,2,70,34,24,13,12,1,7
2016-520,Roland Garros,Clay,128,G,20160523,102,105379,,,Aljaz Bedene,R,181,GBR,26.84736482,66,765,105589,,,Gerald Melzer,L,,AUT,25.86173854,129,452,4-6 6-3 6-4 6-4,5,R128,137,13,3,102,65,55,20,20,0,2,3,1,112,85,60,12,19,4,8
2016-520,Roland Garros,Clay,128,G,20160523,103,105807,,,Pablo Carreno Busta,R,,ESP,24.86516085,43,995,105643,31,,Federico Delbonis,L,190,ARG,25.63175907,35,1165,7-6(3) 6-7(4) 6-4 6-4,5,R128,208,6,1,140,98,67,23,22,6,10,4,5,158,91,57,35,22,12,18
2016-520,Roland Garros,Clay,128,G,20160523,104,106071,20,,Bernard Tomic,R,193,AUS,23.58658453,22,1625,104548,,,Brian Baker,R,190,USA,31.06365503,662,40,6-3 6-4 6-4,5,R128,100,14,2,96,58,43,23,15,8,9,5,5,92,57,38,16,14,3,7
2016-520,Roland Garros,Clay,128,G,20160523,105,106432,,,Borna Coric,R,,CRO,19.52087611,47,935,126203,,,Taylor Harry Fritz,R,,USA,18.56810404,67,758,6-3 6-1 6-3,5,R128,104,5,1,63,39,32,15,13,0,1,7,2,106,64,36,17,12,13,20
2016-520,Roland Garros,Clay,128,G,20160523,106,103908,,,Paul Henri Mathieu,R,185,FRA,34.36002738,65,771,105053,,,Santiago Giraldo,R,188,COL,28.48733744,122,499,6-4 6-7(2) 6-4 1-6 6-3,5,R128,243,6,9,177,121,77,26,24,13,18,16,5,175,111,76,29,24,16,22
2016-520,Roland Garros,Clay,128,G,20160523,107,105138,14,,Roberto Bautista Agut,R,,ESP,28.10677618,16,2015,104098,,,Dmitry Tursunov,R,185,RUS,33.44558522,480,75,6-3 6-3 6-1,5,R128,84,5,3,69,48,35,12,13,0,2,2,1,74,44,26,11,12,3,10
2016-520,Roland Garros,Clay,128,G,20160523,108,103970,11,,David Ferrer,R,175,ESP,34.14099932,11,2740,105539,,,Evgeny Donskoy,R,185,RUS,26.03969884,75,713,6-1 6-2 6-0,5,R128,86,1,5,68,39,32,16,11,1,1,1,1,72,33,18,14,10,4,11
2016-520,Roland Garros,Clay,128,G,20160523,109,104338,,,Juan Monaco,R,185,ARG,32.15058179,92,620,104797,,,Denis Istomin,R,188,UZB,29.70841889,64,771,3-6 6-4 6-3 7-5,5,R128,160,1,1,125,98,65,13,20,9,13,8,2,121,79,56,13,20,6,12
2016-520,Roland Garros,Clay,128,G,20160523,110,103607,,,Victor Estrella,R,173,DOM,35.80561259,87,670,105011,,,Illya Marchenko,R,185,UKR,28.7063655,71,751,7-5 6-4 6-3,5,R128,146,4,0,103,71,45,20,16,9,13,6,6,103,48,35,19,15,8,15
2016-520,Roland Garros,Clay,128,G,20160523,111,103852,21,,Feliciano Lopez,L,188,ESP,34.67214237,23,1550,105341,,,Thomas Fabbiano,R,,ITA,26.99247091,117,518,6-4 6-4 3-6 6-2,5,R128,144,16,3,114,62,49,29,19,9,11,5,2,125,80,52,25,18,5,10
2016-520,Roland Garros,Clay,128,G,20160523,112,104655,25,,Pablo Cuevas,R,180,URU,30.39014374,27,1450,104735,,,Tobias Kamke,R,180,GER,30.00684463,155,342,3-6 6-2 6-3 7-6(4),5,R128,153,11,0,114,73,56,23,19,5,8,2,3,128,83,58,18,19,4,9
2016-520,Roland Garros,Clay,128,G,20160523,113,111460,,,Quentin Halys,R,,FRA,19.57289528,154,347,111202,,,Hyeon Chung,R,,KOR,20.0109514,111,547,6-1 6-4 6-4,5,R128,96,8,2,89,64,49,14,14,7,8,0,1,92,69,43,7,13,6,11
2016-520,Roland Garros,Clay,128,G,20160523,114,104291,,,Malek Jaziri,R,185,TUN,32.3394935,72,751,104252,,,Florian Mayer,R,190,GER,32.63244353,236,229,6-4 3-6 6-1 6-2,5,R128,131,1,5,117,56,38,34,17,8,11,4,5,102,55,39,16,17,8,15
2016-520,Roland Garros,Clay,128,G,20160523,115,104607,7,,Tomas Berdych,R,196,CZE,30.68035592,8,2850,105577,,,Vasek Pospisil,R,193,CAN,25.91649555,46,955,6-3 6-2 6-1,5,R128,98,6,1,70,39,28,18,12,4,6,6,4,79,47,23,12,12,5,13
2016-520,Roland Garros,Clay,128,G,20160523,116,104745,4,,Rafael Nadal,L,185,ESP,29.97125257,5,5675,105032,,,Samuel Groth,R,,AUS,28.59411362,100,585,6-1 6-1 6-1,5,R128,80,1,0,45,38,34,6,11,0,0,10,9,80,46,26,7,10,6,14
2016-520,Roland Garros,Clay,128,G,20160523,117,105487,,,Facundo Bagnis,L,,ARG,26.23408624,99,590,104932,,,Kenny De Schepper,L,203,FRA,28.98562628,143,383,6-0 6-2 7-6(2),5,R128,121,3,6,91,58,46,17,13,5,5,7,2,104,81,47,8,13,13,18
2016-520,Roland Garros,Clay,128,G,20160523,118,103917,,,Nicolas Mahut,R,190,FRA,34.33538672,44,976,105575,,,Ricardas Berankis,R,175,LTU,25.92197125,50,885,7-6(4) 6-2 6-1,5,R128,110,2,4,94,54,42,21,14,5,6,3,2,76,41,26,17,13,2,7
2016-520,Roland Garros,Clay,128,G,20160523,119,104719,,,Marcel Granollers,R,190,ESP,30.11362081,56,844,104926,32,,Fabio Fognini,R,178,ITA,28.99931554,33,1205,7-5 6-4 6-3,5,R128,120,4,1,82,44,34,24,16,0,2,1,2,96,52,35,20,15,7,13
2016-520,Roland Garros,Clay,128,G,20160523,120,103565,,,Stephane Robert,R,185,FRA,36.0164271,90,628,104731,18,,Kevin Anderson,R,203,RSA,30.01505818,20,1840,6-4 6-2 1-6 7-5,5,R128,142,9,7,108,47,42,30,19,1,3,18,9,121,75,55,22,18,8,12
2016-520,Roland Garros,Clay,128,G,20160523,121,100644,,,Alexander Zverev,R,,GER,19.09103354,41,1060,105732,,,Pierre Hugues Herbert,R,,FRA,25.18275154,84,695,5-7 6-2 7-6(6) 7-5,5,R128,188,8,6,142,91,66,30,22,5,7,7,5,148,76,57,35,22,8,12
2016-520,Roland Garros,Clay,128,G,20160523,122,104198,,,Guillermo Garcia Lopez,R,188,ESP,32.96919918,51,865,105217,,,Thiemo De Bakker,R,193,NED,27.67419576,120,506,6-4 6-4 5-7 7-6(3),5,R128,162,9,7,129,72,51,35,22,3,7,10,1,135,76,54,33,22,1,6
2016-520,Roland Garros,Clay,128,G,20160523,123,106233,13,,Dominic Thiem,R,,AUT,22.71868583,15,2430,105438,,,Inigo Cervantes Huegun,R,,ESP,26.47775496,69,755,3-6 6-2 7-5 6-1,5,R128,158,5,1,98,50,43,26,18,6,9,6,4,118,69,44,19,18,10,17
2016-520,Roland Garros,Clay,128,G,20160523,124,105676,12,,David Goffin,R,163,BEL,25.45927447,13,2570,106296,,,Gregoire Barrere,R,183,FRA,22.2642026,242,223,6-3 6-3 6-4,5,R128,98,3,0,81,50,36,21,14,5,7,6,2,87,60,32,15,14,5,11
2016-520,Roland Garros,Clay,128,G,20160523,125,104122,,,Carlos Berlocq,R,183,ARG,33.30047912,126,462,103893,,,Paolo Lorenzi,R,183,ITA,34.4366872,54,855,6-3 6-0 6-2,5,R128,111,2,2,77,52,36,14,12,4,6,0,1,71,43,22,9,11,7,15
2016-520,Roland Garros,Clay,128,G,20160523,126,106210,,,Jiri Vesely,L,,CZE,22.86926762,60,815,104330,,,Rajeev Ram,R,193,USA,32.18069815,70,752,6-4 6-4 6-7(5) 6-0,5,R128,146,10,2,100,71,58,23,19,0,0,6,1,121,85,59,17,19,4,9
2016-520,Roland Garros,Clay,128,G,20160523,127,104597,,,Nicolas Almagro,R,183,ESP,30.75427789,49,899,104259,24,,Philipp Kohlschreiber,R,178,GER,32.60232717,26,1485,5-7 6-2 6-2 6-4,5,R128,157,19,4,117,67,57,24,19,7,9,5,3,117,61,40,29,19,4,10
2016-520,Roland Garros,Clay,128,G,20160523,128,105311,26,,Joao Sousa,R,,POR,27.14852841,29,1275,106000,,,Damir Dzumhur,R,172,BIH,24.00821355,73,747,2-6 7-6(8) 6-4 7-5,5,R128,180,2,1,138,93,63,25,21,0,5,4,1,154,112,68,26,21,13,18
2016-520,Roland Garros,Clay,128,G,20160523,129,105208,,,Ernests Gulbis,R,190,LAT,27.72895277,80,701,104312,,,Andreas Seppi,R,190,ITA,32.25188227,38,1095,6-3 7-5 6-4,5,R128,128,16,6,102,55,44,27,16,6,6,4,1,89,54,39,20,15,5,8
2016-520,Roland Garros,Clay,128,G,20160523,130,104571,,,Marcos Baghdatis,R,183,CYP,30.93223819,39,1067,104180,,,Gilles Muller,L,193,LUX,33.0403833,42,1020,7-5 6-4 6-1,5,R128,117,7,1,80,52,36,15,15,4,7,10,12,111,65,41,16,14,15,23
2016-520,Roland Garros,Clay,128,G,20160523,131,104542,6,,Jo Wilfried Tsonga,R,188,FRA,31.09924709,7,3355,105526,,,Jan Lennard Struff,R,,GER,26.07802875,101,578,6-3 6-4 6-4,5,R128,121,8,3,96,61,45,21,15,4,5,2,4,89,60,39,13,14,4,8
2016-520,Roland Garros,Clay,128,G,20160523,132,105683,8,,Milos Raonic,R,196,CAN,25.40451745,9,2785,104386,,,Janko Tipsarevic,R,180,SRB,31.91786448,680,38,6-3 6-2 7-6(5),5,R128,129,10,5,79,44,41,22,15,0,1,4,2,102,49,35,25,14,11,15
2016-520,Roland Garros,Clay,128,G,20160523,133,105173,,,Adrian Mannarino,L,183,FRA,27.89869952,58,825,105062,,,Mikhail Kukushkin,R,183,KAZ,28.40793977,83,699,6-4 2-6 6-2 6-4,5,R128,159,12,2,113,63,43,23,18,2,7,3,1,123,74,43,24,18,10,17
2016-520,Roland Garros,Clay,128,G,20160523,134,105413,,,Andrej Martin,R,180,SVK,26.67214237,133,438,103926,,,Daniel Munoz De La Nava,L,,ESP,34.31348392,105,561,6-2 6-3 4-6 6-4,5,R128,156,7,3,104,72,58,18,19,6,7,1,2,127,81,44,30,18,14,19
2016-520,Roland Garros,Clay,128,G,20160523,135,106298,29,,Lucas Pouille,R,,FRA,22.24503765,31,1266,103898,,,Julien Benneteau,R,185,FRA,34.42299795,548,59,6-3 4-6 6-4 7-6(4),5,R128,186,12,6,160,87,63,33,21,15,20,8,2,132,82,55,22,20,5,11
2016-520,Roland Garros,Clay,128,G,20160523,136,106058,23,,Jack Sock,R,185,USA,23.6605065,25,1505,104898,,,Robin Haase,R,190,NED,29.13073238,86,685,6-3 7-5 3-6 6-7(3) 6-2,5,R128,195,8,8,160,92,69,39,25,9,11,11,5,168,114,76,30,25,14,19
2016-520,Roland Garros,Clay,128,G,20160523,137,104460,,,Dustin Brown,R,196,GER,31.45516769,116,520,104534,,,Dudi Sela,R,175,ISR,31.13483915,62,781,6-7(5) 6-4 7-6(5) 4-6 6-4,5,R128,213,4,3,190,130,85,29,27,16,24,4,4,191,106,67,43,27,5,14
2016-520,Roland Garros,Clay,128,G,20160523,138,105077,,,Albert Ramos,L,188,ESP,28.34770705,55,853,104547,,,Horacio Zeballos,L,188,ARG,31.07186858,89,641,6-3 4-6 7-5 6-0,5,R128,185,8,0,117,75,53,26,19,8,10,8,5,133,83,51,22,18,10,17
2016-520,Roland Garros,Clay,128,G,20160523,139,105477,,,Marco Trungelliti,R,,ARG,26.30800821,166,323,105227,10,,Marin Cilic,R,198,CRO,27.6495551,10,2775,7-6(4) 3-6 6-4 6-2,5,R128,170,4,5,134,87,56,25,20,7,12,13,2,110,62,47,22,19,3,9
2016-520,Roland Garros,Clay,128,G,20160523,140,104468,16,,Gilles Simon,R,183,FRA,31.40314853,18,1945,104297,,,Rogerio Dutra Silva,R,178,BRA,32.30116359,85,686,7-6(5) 6-4 6-2,5,R128,159,4,4,114,56,33,31,15,7,12,0,5,99,57,31,18,15,5,13
2016-520,Roland Garros,Clay,128,G,20160523,141,105550,,,Guido Pella,L,,ARG,26.01779603,48,899,106043,,,Diego Sebastian Schwartzman,R,,ARG,23.76728268,63,781,6-2 3-6 6-2 6-3,5,R128,142,5,1,100,72,54,14,17,6,9,1,2,106,72,41,15,17,8,15
2016-520,Roland Garros,Clay,128,G,20160523,142,105583,,,Dusan Lajovic,R,180,SRB,25.8973306,81,701,106045,,,Denis Kudla,R,180,USA,23.76454483,53,855,6-4 6-3 6-3,5,R128,101,1,1,86,61,43,17,14,4,5,4,3,78,46,29,16,14,6,11
2016-520,Roland Garros,Clay,128,G,20160523,143,104678,22,,Viktor Troicki,R,193,SRB,30.28062971,24,1535,105777,,,Grigor Dimitrov,R,188,BUL,25.02121834,36,1150,2-6 6-3 5-7 7-5 6-3,5,R128,225,7,2,177,119,74,30,25,11,17,7,10,161,99,67,27,25,5,12
2016-520,Roland Garros,Clay,128,G,20160523,144,104871,30,,Jeremy Chardy,R,188,FRA,29.27583847,32,1265,104919,,,Leonardo Mayer,R,188,ARG,29.02395619,68,755,6-4 3-6 6-4 6-2,5,R128,160,8,9,111,63,54,21,19,7,9,9,3,121,82,57,18,18,7,12
2016-520,Roland Garros,Clay,128,G,20160523,145,106361,,,Adam Pavlasek,R,,CZE,21.62354552,132,442,106148,,,Roberto Carballes Baena,R,,ESP,23.16769336,114,523,6-2 4-6 6-3 1-6 6-1,5,R128,189,7,2,155,102,66,26,21,13,19,0,2,135,95,54,20,20,9,17
2016-520,Roland Garros,Clay,128,G,20160523,146,106121,,,Taro Daniel,R,,JPN,23.31827515,93,614,105373,,,Martin Klizan,L,190,SVK,26.86652977,45,960,3-6 4-6 7-5 6-4 3-0 RET,5,R128,189,7,2,136,86,58,22,22,10,17,10,6,135,81,52,22,22,3,11
2016-520,Roland Garros,Clay,128,G,20160523,147,104527,3,,Stanislas Wawrinka,R,183,SUI,31.15400411,4,6315,104586,,,Lukas Rosol,R,196,CZE,30.83093771,59,815,4-6 6-1 3-6 6-3 6-4,5,R128,191,9,4,142,90,70,28,23,8,10,9,1,171,106,64,38,22,12,16
2016-520,Roland Garros,Clay,128,G,20160523,148,105453,5,,Kei Nishikori,R,178,JPN,26.39835729,6,4470,104620,,,Simone Bolelli,R,183,ITA,30.62286105,115,522,6-1 7-5 6-3,5,R128,120,4,3,86,45,36,24,14,3,4,1,2,90,55,35,13,14,3,9
2016-520,Roland Garros,Clay,128,G,20160523,149,105723,,,Andrey Kuznetsov,R,185,RUS,25.24845996,40,1063,103794,,,Benjamin Becker,R,178,GER,34.93497604,96,600,6-2 6-2 6-4,5,R128,80,7,3,71,39,32,22,13,1,2,7,3,77,54,29,10,13,2,8
2016-520,Roland Garros,Clay,128,G,20160523,150,104471,,,Ivan Dodig,R,183,CRO,31.38672142,77,708,104022,,,Mikhail Youzhny,R,183,RUS,33.91101985,78,707,6-4 5-7 7-5 2-6 6-3,5,R128,256,13,6,179,110,76,31,26,12,18,4,8,172,103,66,38,25,8,15
2016-520,Roland Garros,Clay,128,G,20160523,151,104269,,,Fernando Verdasco,L,188,ESP,32.52019165,52,855,105449,33,,Steve Johnson,R,188,USA,26.41204654,34,1190,7-5 6-4 7-5,5,R128,140,5,3,101,74,51,20,17,6,7,5,5,116,76,51,19,17,9,13
2016-520,Roland Garros,Clay,128,G,20160523,152,106401,17,,Nick Kyrgios,R,,AUS,21.07323751,19,1855,106065,,,Marco Cecchinato,R,,ITA,23.6440794,124,478,7-6(6) 7-6(6) 6-4,5,R128,142,16,2,100,64,52,27,17,1,1,5,2,134,79,54,31,17,12,13
2016-520,Roland Garros,Clay,128,G,20160523,153,104997,,,Igor Sijsling,R,190,NED,28.76386037,123,484,104494,,,Adrian Ungur,R,178,ROU,31.32375086,203,264,6-1 6-2 7-6(5),5,R128,102,3,8,97,59,41,19,14,2,5,2,4,99,60,33,15,13,8,15
