tourney_name,winner_id,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
Australian Open,104180,L,193,LUX,31.69883641,42,964,105138,R,,ESP,26.7652293,16,2110,7-6(5) 1-6 7-5 6-1,R64,153,27,6,121,77,63,21,19,6,8,15,3,107,69,56,23,19,3,6
Australian Open,103852,L,188,ESP,33.33059548,14,2130,105173,L,183,FRA,26.55715264,36,1043,4-6 4-6 7-6(3) 4-0 RET,R64,158,21,5,107,56,32,25,18,10,19,5,10,107,68,45,11,18,10,19
Australian Open,105668,R,203,POL,24.183436,44,925,104792,R,193,FRA,28.38329911,19,1770,6-4 1-6 6-7(3) 6-3 6-3,R64,187,14,9,143,99,72,18,23,7,11,20,4,154,103,79,19,24,11,17
Australian Open,103794,R,178,GER,33.59342916,41,973,103720,R,180,AUS,33.90006845,87,595,2-6 1-6 6-3 6-4 6-2,R64,182,16,2,122,77,55,21,21,5,10,14,4,125,66,44,34,21,6,11
Australian Open,105683,R,196,CAN,24.06297057,8,4575,105385,L,183,USA,25.49212868,56,809,6-4 7-6(3) 6-3,R64,102,17,2,82,56,50,20,16,0,0,4,4,91,64,51,12,15,2,4
Australian Open,104527,R,183,SUI,29.81245722,4,5370,105657,R,193,ROU,24.25735797,194,254,7-6(4) 7-6(4) 6-3,R64,136,3,3,112,83,61,17,17,5,6,16,3,100,56,41,29,16,5,7
Australian Open,103813,L,185,FIN,33.49212868,72,693,104897,R,188,GER,27.80013689,142,378,7-6(4) 7-5 7-5,R64,140,5,1,120,89,63,16,18,10,13,12,7,120,75,54,18,18,11,16
Australian Open,105577,R,193,CAN,24.57494867,60,785,103893,R,183,ITA,33.09514031,64,759,6-7(3) 7-6(4) 6-3 6-4,R64,215,22,7,160,84,65,41,22,4,6,11,4,135,73,57,32,21,6,10
Australian Open,104198,R,188,ESP,31.62765229,37,1020,105292,R,,COL,25.94661191,107,519,6-1 6-3 6-3,R64,113,7,5,83,44,33,23,13,3,4,5,4,76,43,26,9,12,4,10
Australian Open,103970,R,175,ESP,32.79945243,10,4145,104660,R,193,UKR,29.0349076,71,699,5-7 6-3 6-4 6-2,R64,135,2,4,104,74,56,20,20,3,5,13,5,117,77,50,21,19,8,13
Australian Open,104468,R,183,FRA,30.06160164,20,1730,104719,R,190,ESP,28.77207392,58,790,7-6(5) 6-2 6-4,R64,136,5,2,87,59,49,13,15,0,2,6,2,95,54,36,22,15,5,10
Australian Open,105449,R,188,USA,25.07049966,38,993,105053,R,188,COL,27.14579055,32,1175,6-3 6-4 6-2,R64,118,17,2,109,54,45,24,14,8,9,3,3,90,59,37,12,13,6,11
Australian Open,105453,R,178,JPN,25.0568104,5,5025,104471,R,183,CRO,30.04517454,86,610,4-6 7-5 6-2 7-6(0),R64,167,7,3,122,79,60,24,21,2,5,15,2,116,73,57,14,21,2,7
Australian Open,104607,R,196,CZE,29.33880903,7,4660,103781,L,183,AUT,33.66187543,108,514,7-6(0) 6-2 6-2,R64,123,9,2,84,46,38,18,14,3,5,5,4,96,59,34,16,14,4,10
Australian Open,104678,R,193,SRB,28.93908282,54,826,104919,R,188,ARG,27.68240931,26,1389,6-4 4-6 6-4 6-0,R64,148,11,1,112,77,63,12,18,6,8,6,3,111,68,40,26,18,8,14
Australian Open,106071,R,193,AUS,22.24503765,66,737,104259,R,178,GER,31.26078029,24,1415,6-7(5) 6-4 7-6(6) 7-6(5),R64,185,24,2,165,127,99,18,23,5,6,19,3,150,104,79,30,23,6,8
Australian Open,105032,R,,AUS,27.25256674,82,625,106423,R,,AUS,18.7761807,147,361,3-6 6-3 7-5 3-6 6-1,R64,173,26,3,127,85,66,26,23,2,4,14,4,124,78,63,20,23,4,8
Australian Open,104731,R,203,RSA,28.67351129,15,2125,105575,R,175,LTU,24.58042437,85,615,6-2 6-2 7-6(3),R64,107,14,1,75,51,42,19,14,0,0,4,6,95,47,31,22,14,3,7
Australian Open,104755,R,185,FRA,28.58863792,28,1350,105902,R,183,AUS,22.99520876,120,468,6-2 6-3 7-5,R64,116,23,1,87,58,47,18,15,3,3,14,5,106,70,47,16,14,12,16
Australian Open,104534,R,175,ISR,29.79329227,106,520,104586,R,196,CZE,29.48939083,30,1210,7-6(2) 5-7 7-5 6-3,R64,178,12,4,143,87,61,33,22,9,12,17,5,137,74,57,29,23,10,15
Australian Open,104745,L,185,ESP,28.62970568,3,6585,105065,R,175,USA,27.05544148,112,502,6-2 3-6 6-7(2) 6-3 7-5,R64,252,3,7,154,98,68,29,26,2,7,15,1,156,102,66,29,24,9,16
Australian Open,104918,R,190,GBR,27.68240931,6,4675,104594,R,194,AUS,29.44832307,81,628,6-1 6-3 6-2,R64,102,5,2,63,39,33,14,12,1,2,3,6,83,43,26,14,12,7,14
Australian Open,105311,R,,POR,25.80698152,55,822,105373,L,190,SVK,25.52498289,34,1133,4-6 7-6(4) 6-4 1-0 RET,R64,151,8,1,98,68,49,16,16,7,10,11,9,128,71,49,28,17,13,17
Australian Open,104571,R,183,CYP,29.59069131,78,658,105676,R,163,BEL,24.11772758,22,1669,6-1 6-4 4-6 6-0,R64,152,16,4,130,75,54,24,17,5,9,5,10,99,47,27,16,16,7,16
Australian Open,105777,R,188,BUL,23.67967146,11,3645,105041,R,185,SVK,27.21149897,99,553,6-3 6-7(10) 6-3 6-3,R64,169,14,4,118,66,57,28,20,4,7,8,2,148,92,55,28,19,13,20
Australian Open,104291,R,185,TUN,30.99794661,75,676,104273,R,188,FRA,31.1430527,119,470,1-6 6-3 6-4 1-6 6-3,R64,176,10,3,141,71,51,35,21,12,17,17,5,119,85,65,16,21,6,10
Australian Open,106401,R,,AUS,19.73169062,53,830,103333,R,208,CRO,35.89048597,27,1365,7-6(4) 6-4 5-7 6-4,R64,140,24,4,119,77,60,31,22,1,2,39,6,110,74,65,23,22,4,6
Australian Open,104312,R,190,ITA,30.91033539,46,915,104871,R,188,FRA,27.93429158,31,1195,7-5 3-6 6-2 6-1,R64,152,8,1,116,75,57,22,18,4,6,17,10,129,76,56,16,18,9,15
Australian Open,103819,R,185,SUI,33.44832307,2,9875,104620,R,183,ITA,29.28131417,48,864,3-6 6-3 6-2 6-2,R64,129,16,0,92,64,50,20,17,0,1,8,3,109,57,36,28,17,6,11
Australian Open,104925,R,188,SRB,27.66324435,1,11405,104269,L,188,ESP,31.17864476,33,1135,7-6(8) 6-3 6-4,R32,141,11,0,91,66,54,17,16,3,3,16,5,123,76,58,17,15,12,14
Australian Open,104180,L,193,LUX,31.69883641,42,964,104545,R,206,USA,29.73305955,21,1685,7-6(4) 7-6(6) 6-4,R32,133,23,3,97,59,53,28,17,1,1,30,2,113,87,69,13,17,5,6
Australian Open,103852,L,188,ESP,33.33059548,14,2130,105668,R,203,POL,24.183436,44,925,7-6(6) 6-4 7-6(3),R32,153,19,4,123,64,51,35,17,10,11,11,5,115,73,54,20,17,6,8
Australian Open,105683,R,196,CAN,24.06297057,8,4575,103794,R,178,GER,33.59342916,41,973,6-4 6-3 6-3,R32,101,22,5,73,52,43,11,14,2,3,7,2,92,65,40,13,14,9,14
Australian Open,104527,R,183,SUI,29.81245722,4,5370,103813,L,185,FIN,33.49212868,72,693,6-4 6-2 6-4,R32,109,9,2,78,42,38,17,14,1,3,4,5,103,69,38,16,14,10,16
Australian Open,104198,R,188,ESP,31.62765229,37,1020,105577,R,193,CAN,24.57494867,60,785,6-2 6-4 6-4,R32,120,3,4,92,38,27,35,14,5,6,7,3,75,47,32,11,14,3,8
Australian Open,103970,R,175,ESP,32.79945243,10,4145,104468,R,183,FRA,30.06160164,20,1730,6-2 7-5 5-7 7-6(4),R32,217,4,5,138,88,55,24,22,5,12,3,4,147,86,50,28,22,7,16
Australian Open,105453,R,178,JPN,25.0568104,5,5025,105449,R,188,USA,25.07049966,38,993,6-7(7) 6-1 6-2 6-3,R32,149,15,5,120,78,58,25,18,6,7,8,8,122,73,51,17,18,3,10
Australian Open,104607,R,196,CZE,29.33880903,7,4660,104678,R,193,SRB,28.93908282,54,826,6-4 6-3 6-4,R32,111,20,0,77,44,39,22,15,0,0,11,5,100,72,50,8,14,9,12
Australian Open,106071,R,193,AUS,22.24503765,66,737,105032,R,,AUS,27.25256674,82,625,6-4 7-6(8) 6-3,R32,103,9,2,91,68,56,14,16,0,0,16,6,92,60,49,13,15,2,4
Australian Open,104731,R,203,RSA,28.67351129,15,2125,104755,R,185,FRA,28.58863792,28,1350,6-4 7-6(3) 7-6(6),R32,144,18,3,106,73,61,18,17,5,6,5,4,104,59,47,24,17,0,2
Australian Open,104745,L,185,ESP,28.62970568,3,6585,104534,R,175,ISR,29.79329227,106,520,6-1 6-0 7-5,R32,124,4,0,75,51,39,15,12,7,7,2,1,86,51,30,13,13,11,18
Australian Open,104918,R,190,GBR,27.68240931,6,4675,105311,R,,POR,25.80698152,55,822,6-1 6-1 7-5,R32,126,9,3,74,42,34,20,13,1,2,0,3,96,55,30,19,13,7,14
Australian Open,105777,R,188,BUL,23.67967146,11,3645,104571,R,183,CYP,29.59069131,78,658,4-6 6-3 3-6 6-3 6-3,R32,208,6,9,155,98,73,29,23,8,10,16,10,154,92,60,36,23,14,18
Australian Open,106401,R,,AUS,19.73169062,53,830,104291,R,185,TUN,30.99794661,75,676,6-3 7-6(6) 6-1,R32,118,27,2,101,72,58,14,15,3,3,6,2,90,47,34,21,13,5,8
Australian Open,104312,R,190,ITA,30.91033539,46,915,103819,R,185,SUI,33.44832307,2,9875,6-4 7-6(5) 4-6 7-6(5),R32,177,4,4,151,86,67,32,22,7,10,15,9,138,82,66,27,22,2,5
Australian Open,104925,R,188,SRB,27.66324435,1,11405,104180,L,193,LUX,31.69883641,42,964,6-4 7-5 7-5,R16,128,13,4,92,65,53,18,17,4,4,8,0,105,65,47,21,17,8,11
Australian Open,105683,R,196,CAN,24.06297057,8,4575,103852,L,188,ESP,33.33059548,14,2130,6-4 4-6 6-3 6-7(7) 6-3,R16,185,30,3,144,107,85,22,26,2,3,21,5,169,107,78,32,24,10,13
Australian Open,104527,R,183,SUI,29.81245722,4,5370,104198,R,188,ESP,31.62765229,37,1020,7-6(2) 6-4 4-6 7-6(8),R16,182,16,3,134,86,66,24,22,5,9,5,4,142,86,60,29,22,9,13
Australian Open,105453,R,178,JPN,25.0568104,5,5025,103970,R,175,ESP,32.79945243,10,4145,6-3 6-3 6-3,R16,127,7,3,96,54,38,25,13,5,6,2,5,108,70,39,16,14,11,17
Australian Open,104607,R,196,CZE,29.33880903,7,4660,106071,R,193,AUS,22.24503765,66,737,6-2 7-6(3) 6-2,R16,121,17,4,88,46,39,25,14,1,1,6,2,105,69,50,12,14,9,13
Australian Open,104745,L,185,ESP,28.62970568,3,6585,104731,R,203,RSA,28.67351129,15,2125,7-5 6-1 6-4,R16,126,3,3,88,59,46,19,15,6,6,8,3,73,53,36,13,14,2,6
Australian Open,104918,R,190,GBR,27.68240931,6,4675,105777,R,188,BUL,23.67967146,11,3645,6-4 6-7(5) 6-3 7-5,R16,212,12,4,136,91,70,18,22,4,8,4,3,153,108,73,14,21,12,19
Australian Open,106401,R,,AUS,19.73169062,53,830,104312,R,190,ITA,30.91033539,46,915,5-7 4-6 6-3 7-6(5) 8-6,R16,214,25,7,187,116,87,37,29,9,12,23,4,178,115,85,33,28,6,9
Australian Open,104925,R,188,SRB,27.66324435,1,11405,105683,R,196,CAN,24.06297057,8,4575,7-6(5) 6-4 6-2,QF,120,8,2,78,54,48,18,15,0,0,17,2,99,67,48,17,15,8,11
Australian Open,104527,R,183,SUI,29.81245722,4,5370,105453,R,178,JPN,25.0568104,5,5025,6-3 6-4 7-6(6),QF,124,21,4,91,56,48,19,16,3,4,6,2,94,58,43,18,15,8,11
Australian Open,104607,R,196,CZE,29.33880903,7,4660,104745,L,185,ESP,28.62970568,3,6585,6-2 6-0 7-6(5),QF,133,11,0,87,58,48,13,13,4,4,3,6,82,61,39,6,13,5,10
Australian Open,104918,R,190,GBR,27.68240931,6,4675,106401,R,,AUS,19.73169062,53,830,6-3 7-6(5) 6-3,QF,125,12,1,87,60,48,18,16,1,2,9,3,110,69,45,21,14,6,9
Australian Open,104925,R,188,SRB,27.66324435,1,11405,104527,R,183,SUI,29.81245722,4,5370,7-6(1) 3-6 6-4 4-6 6-0,SF,210,5,3,135,88,61,28,23,3,8,10,4,158,94,60,33,24,10,17
Australian Open,104918,R,190,GBR,27.68240931,6,4675,104607,R,196,CZE,29.33880903,7,4660,6-7(6) 6-0 6-3 7-5,SF,206,16,2,130,85,64,24,20,2,3,6,6,127,75,50,26,19,4,10
Australian Open,104925,R,188,SRB,27.66324435,1,11405,104918,R,190,GBR,27.68240931,6,4675,7-6(5) 6-7(4) 6-3 6-0,F,219,9,1,136,81,48,34,20,7,12,10,3,118,77,50,14,19,7,16
Roland Garros,104925,R,188,SRB,28.00821355,1,13845,103813,L,185,FIN,33.83709788,87,603,6-2 7-5 6-2,R128,123,6,1,87,65,47,13,14,5,6,2,0,95,52,36,15,14,7,13
Roland Garros,104180,L,193,LUX,32.04380561,55,868,103893,R,183,ITA,33.44010951,86,617,4-6 4-6 7-6(1) 7-6(5) 6-4,R128,242,19,4,168,106,84,30,27,7,12,11,4,177,111,80,36,27,6,10
Roland Garros,106423,R,,AUS,19.1211499,84,619,105932,R,,RUS,23.24982888,160,323,3-6 6-4 7-6(4) 6-2,R128,175,15,4,122,75,57,21,19,8,12,6,8,140,89,53,24,20,8,14
Roland Garros,106071,R,193,AUS,22.59000684,26,1320,104563,U,,ITA,29.97125257,102,505,6-3 3-6 6-3 6-4,R128,152,7,1,127,83,61,24,19,5,6,9,3,118,65,42,33,18,7,10
Roland Garros,104755,R,185,FRA,28.93360712,21,1625,105325,U,,BEL,26.09445585,209,229,6-3 6-4 6-0,R128,104,6,2,77,46,32,19,13,4,6,1,3,67,30,16,13,12,0,7
Roland Garros,104122,R,183,ARG,32.30390144,111,480,105011,R,185,UKR,27.70978782,127,427,4-6 3-6 6-3 7-5 6-2,R128,248,11,4,163,107,72,33,24,13,17,8,6,153,90,66,27,24,11,17
Roland Garros,104229,R,180,TPE,31.77823409,65,754,104882,R,188,SLO,28.22176591,79,649,6-7(4) 6-1 6-1 7-5,R128,182,15,2,138,89,68,20,19,9,11,11,2,141,100,63,14,19,10,18
Roland Garros,104731,R,203,RSA,29.01848049,17,1970,105065,R,175,USA,27.40041068,73,688,6-4 6-4 6-2,R128,113,9,6,84,48,42,20,14,10,10,0,2,85,60,40,12,14,6,10
Roland Garros,106058,R,185,USA,22.66392882,37,1125,105777,R,188,BUL,24.02464066,11,2760,7-6(7) 6-2 6-3,R128,115,3,5,104,58,47,28,15,6,6,4,4,84,54,37,19,14,5,8
Roland Garros,105807,R,,ESP,23.86858316,61,825,103607,R,173,DOM,34.80903491,49,945,6-3 6-1 6-0,R128,83,2,1,62,36,27,19,11,2,2,0,1,75,50,23,10,11,8,15
Roland Garros,106432,R,,CRO,18.52429843,46,970,105023,R,198,USA,27.63039014,38,1115,7-6(8) 6-3 0-6 6-3,R128,160,6,2,124,78,49,30,18,5,8,16,3,108,65,49,24,18,2,5
Roland Garros,103990,R,180,ESP,33.06502396,19,1755,104979,R,185,KAZ,27.84120465,135,386,3-6 6-1 7-5 6-3,R128,152,4,1,122,88,61,15,18,7,11,0,4,125,87,50,18,19,5,13
Roland Garros,103781,L,183,AUT,34.00684463,110,480,105173,L,183,FRA,26.90212183,32,1223,7-6(5) 6-3 7-6(4),R128,156,2,6,110,63,46,26,16,6,10,3,6,126,82,49,21,17,8,14
Roland Garros,105723,R,185,RUS,24.25188227,120,465,104291,R,185,TUN,31.34291581,85,618,6-3 6-2 6-4,R128,86,7,1,64,33,28,24,14,0,1,1,3,74,43,28,13,13,4,9
Roland Garros,104597,R,183,ESP,29.75770021,154,335,105238,R,180,UKR,26.54346338,69,705,6-3 2-6 6-4 7-6(6),R128,146,8,3,128,88,64,16,20,6,9,14,3,124,70,52,27,19,8,11
Roland Garros,104745,L,185,ESP,28.97467488,7,4570,111460,R,,FRA,18.57631759,296,159,6-3 6-3 6-4,R128,110,0,1,72,50,41,14,14,1,2,5,4,87,59,36,10,14,4,9
Roland Garros,104918,R,190,GBR,28.02737851,3,7040,106032,R,,ARG,22.80355921,137,385,6-3 6-3 6-1,R128,105,5,2,73,46,38,15,13,2,3,4,1,75,52,28,10,12,2,8
Roland Garros,105311,R,,POR,26.15195072,44,1008,105577,R,193,CAN,24.91991786,53,895,6-3 7-6(5) 6-1,R128,114,8,3,76,48,40,16,13,3,5,7,5,112,67,35,22,15,7,14
Roland Garros,106378,R,,GBR,20.37508556,121,447,103565,R,185,FRA,35.01984942,558,56,2-6 6-4 6-3 5-7 6-2,R128,177,8,2,160,94,59,31,24,10,18,7,4,144,82,54,24,23,6,15
Roland Garros,106401,R,,AUS,20.07665982,30,1250,104797,R,188,UZB,28.7118412,77,655,6-3 6-4 6-3,R128,98,7,2,89,62,49,11,14,9,11,5,4,89,59,33,16,14,5,11
Roland Garros,105676,R,163,BEL,24.46269678,18,1835,105936,R,185,SRB,23.23887748,99,527,3-6 6-2 7-6(3) 6-1,R128,140,12,6,99,49,40,24,17,3,7,6,4,124,78,43,21,19,6,14
Roland Garros,105053,R,188,COL,27.49075975,64,755,105385,L,183,USA,25.83709788,52,910,6-4 7-5 6-3,R128,151,6,1,91,61,38,15,15,2,7,3,5,125,72,38,21,16,18,27
Roland Garros,104871,R,188,FRA,28.27926078,45,985,103582,L,193,GER,34.89664613,145,361,4-6 6-3 6-4 6-4,R128,144,9,5,94,51,44,33,20,0,1,8,2,120,80,58,20,19,7,10
Roland Garros,104545,R,206,USA,30.07802875,16,1980,104312,R,190,ITA,31.25530459,39,1100,7-5 6-2 6-3,R128,101,21,0,87,65,49,11,15,2,4,2,6,93,56,35,15,14,8,14
Roland Garros,105227,R,198,CRO,26.65297741,10,3370,104898,R,190,NED,28.13415469,80,647,6-2 6-4 6-2,R128,97,14,1,70,45,40,15,13,1,1,3,2,86,59,36,11,13,1,6
Roland Garros,105063,L,,ITA,27.40862423,187,261,105902,R,183,AUS,23.34017796,83,626,4-6 6-7(5) 7-6(4) 7-6(2) 6-0,R128,250,13,5,186,103,81,49,26,14,16,16,9,187,101,77,43,26,13,17
Roland Garros,105668,R,203,POL,24.5284052,50,940,111506,R,,FRA,19.96167009,225,213,6-7(4) 6-3 6-4 6-4,R128,175,15,6,132,86,64,26,21,7,10,1,2,148,99,63,24,20,13,19
Roland Garros,104919,R,188,ARG,28.02737851,22,1580,106210,L,,CZE,21.87268994,41,1053,3-6 7-6(6) 6-3 5-7 6-2,R128,235,11,5,154,104,75,24,26,3,8,3,6,172,124,86,23,24,12,17
Roland Garros,104678,R,193,SRB,29.28405202,33,1217,105526,R,,GER,25.08145106,98,533,6-2 6-1 6-7(3) 6-1,R128,144,14,2,129,80,58,29,18,11,12,9,7,108,61,44,19,16,6,13
Roland Garros,104620,R,183,ITA,29.62628337,60,826,104327,R,178,BEL,31.19780972,76,664,6-3 6-4 6-3,R128,103,2,2,69,41,35,21,14,0,0,8,4,101,69,48,10,14,6,10
Roland Garros,104593,R,185,ESP,29.79603012,66,746,105154,R,193,BRA,26.99247091,78,650,7-6(5) 6-4 6-4,R128,149,4,4,120,82,62,15,16,10,12,0,1,108,85,52,11,16,4,8
Roland Garros,103970,R,175,ESP,33.14442163,8,4490,105041,R,185,SVK,27.55646817,94,567,6-1 6-3 6-1,R128,82,8,5,70,43,34,15,12,4,5,4,1,66,40,18,10,11,2,9
Roland Garros,105453,R,178,JPN,25.4017796,5,5220,103908,R,185,FRA,33.36344969,125,429,6-3 7-5 6-1,R128,130,7,3,79,39,31,23,14,1,3,2,3,99,50,30,19,14,8,15
Roland Garros,105064,L,188,BRA,27.40041068,40,1065,104594,R,194,AUS,29.79329227,100,526,6-1 6-2 6-4,R128,90,5,2,73,42,27,22,13,2,4,2,1,76,49,26,10,12,3,10
Roland Garros,103794,R,178,GER,33.93839836,48,965,105074,L,,BEL,27.35934292,95,546,6-3 6-7(5) 2-6 7-6(4) 6-2,R128,216,11,7,182,119,79,34,25,8,12,18,3,167,120,80,23,24,8,13
Roland Garros,104269,L,188,ESP,31.52361396,34,1180,106121,R,,JPN,22.32169747,168,303,6-3 6-4 6-2,R128,95,5,2,69,41,33,19,14,0,1,3,0,72,55,32,10,13,4,9
Roland Garros,105138,R,,ESP,27.11019849,20,1750,104252,R,190,GER,31.63586585,527,63,6-3 6-1 6-3,R128,93,4,0,74,51,41,14,13,2,3,3,3,83,53,28,13,12,7,13
Roland Garros,104586,R,196,CZE,29.83436003,43,1035,111200,R,,SWE,19.1211499,175,283,6-2 7-6(7) 6-3,R128,114,6,4,82,50,42,22,15,0,1,1,2,93,50,32,25,14,3,7
Roland Garros,104338,R,185,ARG,31.15400411,35,1170,105643,L,190,ARG,24.63518138,82,627,6-7(4) 6-2 6-1 6-7(6) 6-2,R128,208,0,1,135,103,68,20,23,4,9,4,8,165,106,68,22,24,12,24
Roland Garros,104559,R,188,RUS,30.00410678,74,677,103852,L,188,ESP,33.67556468,12,2280,6-3 7-6(9) 6-3,R128,130,9,3,108,73,53,23,16,2,2,10,2,90,55,41,21,14,8,10
Roland Garros,104542,R,188,FRA,30.1026694,15,2045,105872,U,,SWE,23.50992471,214,225,6-1 6-2 6-2,R128,92,4,2,63,44,40,11,12,1,1,0,5,75,43,27,10,11,7,13
Roland Garros,104534,R,175,ISR,30.13826146,91,580,105062,R,183,KAZ,27.41136208,58,842,7-6(5) 6-3 7-6(4),R128,152,1,3,122,78,56,22,17,5,8,3,1,112,69,44,21,16,2,6
Roland Garros,104665,R,180,ESP,29.33333333,42,1050,105077,L,188,ESP,27.35112936,63,780,6-2 6-4 7-6(3),R128,158,2,2,102,67,46,19,15,7,10,7,2,114,67,39,21,15,10,16
Roland Garros,104259,R,178,GER,31.60574949,28,1285,104424,R,178,JPN,30.71594798,92,575,6-1 6-0 6-2,R128,86,5,2,61,36,31,16,11,1,1,0,1,64,36,14,13,10,3,10
Roland Garros,104926,R,178,ITA,28.00273785,27,1295,105147,R,180,JPN,27.01711157,106,494,6-3 6-2 6-2,R128,93,9,3,80,51,37,19,13,5,6,3,1,69,44,26,10,12,4,10
Roland Garros,105332,R,196,FRA,26.04517454,71,698,105671,R,178,POR,24.49828884,152,342,5-7 6-3 4-6 6-4 6-2,R128,179,11,6,150,83,61,36,25,10,15,6,7,165,82,55,42,24,7,14
Roland Garros,103285,R,185,CZE,36.49007529,129,422,104471,R,183,CRO,30.39014374,119,466,5-7 6-3 6-4 6-1,R128,161,9,1,114,76,57,20,19,9,11,9,4,94,55,36,21,19,2,8
Roland Garros,104607,R,196,CZE,29.68377823,4,5230,106415,L,,JPN,19.65776865,146,360,6-0 7-5 6-3,R128,107,3,2,75,51,42,16,14,3,3,0,1,82,52,30,15,13,7,12
Roland Garros,104527,R,183,SUI,30.15742642,9,3845,104947,R,190,TUR,27.95345654,81,647,6-3 6-2 6-3,R128,96,10,5,86,50,39,21,13,6,6,6,2,96,60,39,13,13,8,13
Roland Garros,105583,R,180,SRB,24.90075291,67,730,104216,R,175,ARG,31.84668036,114,471,6-3 6-3 6-1,R128,108,2,1,78,62,46,11,13,2,2,0,1,89,56,30,17,12,8,13
Roland Garros,104660,R,193,UKR,29.3798768,54,894,105575,R,175,LTU,24.92539357,93,573,6-2 7-5 6-1,R128,84,4,2,75,45,38,19,14,0,1,0,4,89,58,31,16,13,4,10
Roland Garros,105449,R,188,USA,25.41546886,56,850,104198,R,188,ESP,31.97262149,24,1335,6-3 6-3 6-7(1) 3-6 6-3,R128,209,9,6,160,91,59,39,24,10,15,4,5,155,89,57,35,24,6,14
Roland Garros,105208,R,190,LAT,26.73237509,29,1275,104997,R,190,NED,27.76728268,166,311,6-4 6-4 7-6(3),R128,139,15,5,96,54,42,25,16,4,6,0,1,110,78,50,15,16,5,9
Roland Garros,103917,R,190,FRA,33.33880903,116,469,106293,R,,BEL,21.29226557,107,494,6-3 6-4 7-6(4),R128,145,15,0,117,79,56,17,16,10,13,6,3,102,69,42,19,15,9,14
Roland Garros,105373,L,190,SVK,25.86995209,36,1170,126207,R,,USA,17.34154689,287,168,6-2 6-1 6-4,R128,100,5,2,69,46,38,13,13,4,5,11,2,90,54,33,12,12,8,14
Roland Garros,104468,R,183,FRA,30.40657084,13,2210,106298,R,,FRA,21.24845996,90,581,3-6 6-1 6-2 6-4,R128,136,7,3,94,51,42,23,17,3,5,4,4,106,52,30,30,17,9,15
Roland Garros,104792,R,193,FRA,28.72826831,14,2065,104273,R,188,FRA,31.4880219,123,432,6-2 6-7(5) 6-1 7-5,R128,158,18,7,136,82,62,26,20,12,15,3,3,124,83,51,18,19,4,12
Roland Garros,106043,R,,ARG,22.770705,62,785,104890,R,190,AUT,28.17522245,51,926,6-3 5-7 6-3 7-6(5),R128,174,7,3,133,83,55,31,21,3,7,8,11,151,79,56,32,21,13,19
Roland Garros,106233,R,,AUT,21.72210815,31,1225,105379,R,181,GBR,25.85078713,75,668,6-3 6-4 6-7(6) 6-3,R128,202,9,5,149,86,64,30,21,5,8,9,6,156,81,57,31,19,10,16
Roland Garros,104655,R,180,URU,29.39356605,23,1502,105032,R,,AUS,27.59753593,72,691,6-7(5) 6-3 6-3 6-3,R128,149,4,0,116,81,62,24,20,4,5,18,2,113,60,39,34,19,3,8
Roland Garros,104571,R,183,CYP,29.93566051,59,832,103333,R,208,CRO,36.23545517,25,1330,7-6(5) 6-4 6-4,R128,141,8,8,100,36,32,40,16,2,3,21,11,112,67,51,23,16,11,14
Roland Garros,106000,R,172,BIH,23.01163587,88,601,104022,R,183,RUS,32.91444216,68,720,6-2 6-1 RET,R128,62,0,0,43,28,23,6,7,2,3,0,3,50,35,18,2,8,8,14
Roland Garros,104719,R,190,ESP,29.11704312,57,845,104897,R,188,GER,28.14510609,124,431,6-4 6-3 7-6(7),R128,153,8,5,114,61,52,23,15,7,7,1,8,100,63,41,19,16,4,7
Roland Garros,103819,R,185,SUI,33.79329227,2,9235,104268,L,185,COL,31.52635181,109,485,6-3 6-3 6-4,R128,110,8,0,81,58,45,15,14,2,2,2,4,109,74,48,16,14,12,16
Roland Garros,104925,R,188,SRB,28.00821355,1,13845,104180,L,193,LUX,32.04380561,55,868,6-1 6-4 6-4,R64,106,3,1,73,50,42,15,14,3,4,4,6,85,46,31,16,13,7,12
Roland Garros,106423,R,,AUS,19.1211499,84,619,106071,R,193,AUS,22.59000684,26,1320,3-6 3-6 6-3 6-4 8-6,R64,202,19,8,141,83,66,30,26,9,14,6,3,171,106,71,34,25,17,22
Roland Garros,104755,R,185,FRA,28.93360712,21,1625,104122,R,183,ARG,32.30390144,111,480,3-6 6-3 6-1 4-6 6-1,R64,202,2,2,119,77,61,19,21,0,2,4,1,132,73,50,30,21,8,14
Roland Garros,104731,R,203,RSA,29.01848049,17,1970,104229,R,180,TPE,31.77823409,65,754,5-7 6-4 6-4 6-4,R64,167,21,1,122,83,64,19,21,3,6,8,3,132,73,55,27,21,9,14
Roland Garros,106058,R,185,USA,22.66392882,37,1125,105807,R,,ESP,23.86858316,61,825,6-7(2) 7-6(4) 6-1 7-6(4),R64,207,6,13,182,90,64,47,22,12,15,6,2,135,81,57,26,21,3,8
